,Channel_id,Channel_title,Created_date,Video_count,Views_count,Subscription_count,Subscription_count_hidden
91,UCfMnYQQtNI-jRwX1LSp4QXA,Buenavistacine,2008-12-23T12:18:01Z,340,61541280,27600,False
92,UC_kbaOT64kspWcXIRrnmP2g,Henk te Kulve,2010-10-30T13:07:56Z,7,2598,2,False
93,UCkYIV-GhZvKyrUyPetZpdwQ,Erin Duran,2006-08-22T23:43:29Z,36,301736,120,False
94,UCtH1zjiEXG7pK_n30LXGpSQ,Angelheartcsn,2011-11-04T23:52:16Z,158,865134,858,False
95,UCDJEz4SBUw0alJrd-G8r4Yg,NoobGamer4U,2011-02-16T06:40:48Z,24,6952,52,False
96,UCj2BnNGuhrB_BXLoIMhkxiA,GROOV3Dance,2010-12-14T21:37:22Z,298,5026439,32700,False
97,UC--kMyYobbRpKDLzlGkwo6w,Baba de Moça,2014-12-07T05:23:58Z,31,107749,1340,False
98,UCEM28LrpZS6qvC5re-hbTjQ,curryking1,2006-08-27T04:11:16Z,311,2244380,2710,False
99,UC1lBNgO-iUWIzJdelqXKAvw,Angler West TV,2007-04-20T15:43:00Z,824,12389990,34100,False
100,UCMiOdQQZ2CnQGwucXtV-trg,monstar1104 II VIPVIPVIP827,2012-07-22T11:28:03Z,42,5760180,14800,False
101,UCMTadap4VoHJjwRq91-59UQ,b4se 👽,2011-02-15T22:28:25Z,108,522293,758,False
102,UChmj5_aVSCk8DJZTGCJe8rg,TheRcReport,2008-11-13T16:58:23Z,110,110650,168,False
103,UCl3nQ5f-O8iWmICHinAoh6Q,byconconify,2009-07-07T18:54:19Z,9,42077,14,False
104,UCEIBdGrIkorV7EXW1e0GCqg,Pka N-D,2010-12-29T07:02:16Z,11,15546,45,False
105,UCWYdaRNoeOWfS5s6GYaXLzg,musicelepiano,2010-02-12T06:28:26Z,22,164167,70,False
106,UCrNdw9pjfStYU_10jkU9Fwg,MrLokitomadrid,2011-03-23T10:42:35Z,17,30189,1,False
107,UC37bdEiP-uJreI5wtMwZAVw,TheSavagear1,2009-07-22T16:12:48Z,74,242658,449,False
108,UCEsrx2HdQshx7LaoPINvrPg,karinto1,2007-12-29T08:35:44Z,371,6412414,1940,False
109,UCyNzS_6-B9hnZWemuBpQgEg,Alexandre Pereira,2009-08-13T13:04:21Z,31,16703,19,False
110,UC1XKoUVhwJIAiCzDw6avCAg,teman007,2007-08-31T03:30:05Z,6,19887,2,False
111,UC-UEnvqjaf-7fcLJSCVspXg,deadashell,2006-07-03T19:04:34Z,11,179255,140,False
112,UCnnbro6IhJ6kfjV3xw5KZtA,KuKuStudio,2010-03-01T20:33:45Z,12,1294534,1160,False
113,UCORTeEEMFRKQTePwQJGZfUw,tommymay1000,2009-11-01T12:28:12Z,56,370295,175,False
114,UC-VolW1nwETh9Ll1y2h1ueQ,rsaba,2006-04-25T17:10:42Z,7,14284,61,False
115,UCK_k08qLykhW03fPP5P1kWA,CichlidDomain,2012-03-12T03:57:01Z,19,34835,140,False
116,UCrfnNPLMIHZI-wDupFVPcBA,Mkohl40,2007-12-01T05:48:42Z,8331,51093142,89400,False
117,UC1cfEMDmx1gpLHsvU9mg_9w,lebed1529,2009-10-11T19:25:14Z,30,25667461,43200,False
118,UC6USZimMmwjrbDGKjyaVwVA,Joe Feser,2011-05-14T15:44:44Z,33,173592,377,False
119,UCSZUXGdzweAuksqVrrbj2Iw,BoernerGermany,2012-01-06T07:46:14Z,7,14732,12,False
120,UC8FJ1dhYn4LuLWPv1TBZOoA,TRAPNEST8492,2007-10-30T14:06:55Z,3,13199,2,False
121,UC-ofUgXWCeaMSfjX8mBCbBw,Bronzowe Myśli,2014-03-30T15:01:22Z,818,179587644,395000,False
122,UCRNgihmjtQNhn_egg0Y6KDA,Orlando T Parker,2010-09-13T11:45:27Z,12,66720,53,False
123,UCfUuMpX38c9_7jaCEYiDdkA,sauberf11,2006-10-14T08:44:04Z,2,32796,2,False
124,UCxhns6nPe8EeAM1yD1tJgBA,Motorhomes of Texas,2012-12-11T03:16:32Z,665,1732007,3690,False
125,UCCkPbbLX7JCnEhnknohzT1w,Martin Chlud,2007-12-16T15:54:24Z,25,1281875,1170,False
126,UCmI-YXEUHMu0ao7kKjuTAgQ,mortenkvernmoen,2007-11-29T19:07:27Z,5,3332,0,False
127,UC9PILq9AJuk2ZYkD69Qo9nA,Никита А. Корнеев,2011-08-30T20:21:48Z,13,321418,205,False
128,UCnJutVTtn3ZXyapoGUmuRTA,SoupRS,2010-12-17T19:34:06Z,1167,60262829,189000,False
129,UCOeIQDlcWZk7n6S4-soaAGg,Yggdrasil Tarot,2007-02-14T04:50:37Z,0,0,282,False
130,UCpa-hho2NHxC47LYmGixGEw,K Gary,2009-08-22T12:22:17Z,54,529503,257,False
131,UCeXY-D7RTVIIOuKP9HB35Ig,MrJacob,2012-07-05T18:50:14Z,7,14802,13,False
132,UCe0eBOd5v3GOWTCFX-HxKsw,dannyjdr,2006-02-26T02:43:54Z,7,4840,7,False
133,UC9Yi_hWXTZlMVZSAvTBLBnw,Braziliano Al Mansoori,2008-01-17T14:07:20Z,11,8599,10,False
134,UCEioe55oIi8WGww0S9HtpzA,OM filmiStuudio,2009-12-11T19:26:09Z,68,138262,196,False
135,UCttWHTSCu8IRnxZQ7SB6n0A,FourSwordsLord,2007-02-24T19:46:25Z,2358,24325780,11600,False
136,UCpiK1YCS2GnYUVN_UCrT5Ng,BRE4MINIDRAG,2007-08-16T12:35:40Z,147,1954014,1000,False
137,UCJlKhBw4YLmG5gy6OYuOl_A,Gabit Abdimalik,2009-02-01T13:07:18Z,24,1402462,1440,False
138,UC-H-A3Uwh1p0yz-ZBocFK7Q,sara feltrin,2006-04-06T12:23:03Z,17,39011,47,False
139,UCsWWKbPsXvPm6gbc8NDLZLA,Honor Bound,2013-05-25T12:43:21Z,5,69895,203,False
140,UCHVLKtu4iaKfBUscsxb510w,Tom Petendi,2006-09-11T11:32:05Z,122,1412757,2750,False
141,UCHIwQiZhIn6fm5b_IilqBbQ,DaniRep | +6 Vídeos Diarios De GTA 5 Online!,2012-10-29T20:05:51Z,9925,5865388933,11200000,False
142,UCAQsSq6zk_RLaYIfRPrqE3w,polish8282,2006-11-20T19:45:23Z,12,36678,14,False
143,UCcw1Qs2-_gZA4s51BkCdseQ,Rodechi,2008-04-25T00:42:04Z,129,127312,120,False
144,UCRxDTCmIjgli-Xgh2KPE9dA,シネマトゥデイ,2006-11-03T21:51:00Z,16668,2548947128,2150000,False
145,UCt4uUPXTEgGwEZbchC1VAYA,aznpersuasion2008,2008-07-15T06:05:51Z,2016,31926917,76400,False
146,UCUtZaxDF3hD5VK4xRYFBePQ,Britain's Got Talent,2008-04-12T21:10:21Z,3019,9396562333,16600000,False
147,UCtnboZiB_Nqif-YNtp4aB7A,DanceOn,2006-05-06T20:36:45Z,2088,640478096,1860000,False
148,UC7W4SLNcEGIb9iq4-XtaNng,김엘지,2012-09-07T04:25:50Z,1,3161,2,False
149,UCMATRiSVZ2ISwBHQiNkFWrw,JulensMan,2008-11-29T10:27:52Z,237,7027246,1830,False
150,UCm68FLDkrkxJ7SdoDSMnJpg,Павел Кошкин,2009-06-04T15:00:07Z,228,634232,262,False
151,UCnwgxNhrMK4CxQxgDuE3zvw,synthartist69,2007-12-07T21:31:28Z,1325,4936212,7530,False
152,UC_BaxRhNREI_V0DVXjXDALA,Porsche,2005-10-18T06:12:36Z,2265,395137601,1010000,False
153,UCl9wrgGC2MAEfl6PqbFfR_A,TheRulerOfPlushRose,2007-07-10T18:16:51Z,6,519855,433,False
154,UCnUU48FFRDsyTC6R90Jvqwg,ヤスモリ,2012-02-22T02:22:25Z,977,853881,1720,False
155,UCeR4TZywTWya4zo38b_8hdg,HarpuaFSB,2006-01-05T18:19:10Z,502,8916316,11500,False
156,UCNW-XFAFkHcLmD_PhY8O9hA,shaunlss,2006-11-05T08:09:06Z,10,40701,11,False
157,UCp1b_STYnVuWnn4YRJ9Cbhw,pixieriiin,2009-07-09T01:57:28Z,90,444433,2510,False
158,UColGCeicDD7itc3NZ71qeYA,DZMISTHEMAN,2008-02-06T04:47:39Z,4,6854,1,False
159,UCWONS8Rwe3-5Y6h0S5kdyyg,giobbe bhs,2008-05-13T00:08:50Z,646,10378512,13300,False
160,UCPeACP9gjNLMPnSH8vk81PA,chickentime182,2006-06-26T21:08:35Z,62,707196,407,False
161,UC3g5hdo7-s_dkMuw_QaQBCA,Weapons of Mass Gaming,2011-02-10T01:28:17Z,1638,3591560,5360,False
162,UCchiov_1kNqpRaOl_o-DiFA,Nearsighted,2010-08-05T08:26:25Z,37,1950667,17200,False
163,UCzsVtOHj1BU1kFVhzcm2Zgg,BoxDesire,2012-03-09T17:17:41Z,114,9969223,39700,False
164,UCKpjCjPe_-4G8Tp6x_NCOAw,Vasco da gama,2011-02-12T00:42:06Z,130,3285863,10700,False
165,UCROGAM2vq9kCLmQ6j4y1xdA,Alberto Lombardi,2010-05-04T09:45:43Z,181,668432,7230,False
166,UC6-o4kl8D4P1HtouVnWf5tA,TEC-IT Software,2009-10-19T09:48:14Z,145,6932174,0,True
167,UCQbXvTBkjb0h0QuRS9l7vNA,José Israel Ordaz,2007-08-29T02:21:00Z,6,97410,80,False
168,UC7w8GnTF2Sp3wldDMtCCtVw,Stretford Paddock,2013-01-09T10:34:05Z,7175,251602822,581000,False
169,UCl3soA3A1-Rvx0vdoCtBXiA,SimiValleyKid,2007-05-02T23:02:53Z,8,12791,4,False
170,UCdRQubBW_YEY9tDFXxqZk7g,mReXpeR4,2010-12-22T20:05:22Z,7,1120704,538,False
171,UCju1iuBcl-Jb_di_KQ7CyRg,Techniqued,2006-11-29T08:56:59Z,4573,139396998,379000,False
172,UCltLGEyRxWAoMLGzB9wYlQw,Machinima Respawn,2009-12-08T03:56:22Z,0,0,2460000,False
173,UCjrTCHHo6ArJrszI72J6mtw,Magic Wrestling,2008-08-06T21:32:51Z,35,9845812,12800,False
174,UCQXI4dGbasH2nMOzZRB2Heg,BlackFox2240,2008-12-12T02:37:40Z,2540,29569682,25600,False
175,UC46hk4nW8LZ4ciCrLJpLxdw,MrHoneyHammie,2011-05-11T15:19:39Z,291,5568863,5050,False
176,UCDGmIjVK68ULRQnyUAoGgAw,Mike P,2007-06-29T10:30:43Z,57,323192,77,False
177,UCzhdUe_X8bCbFvNSeQUIFng,Kelly MacCoy,2012-05-23T04:21:48Z,65,1162807,2590,False
178,UCrJDNlUPWtPSu6kmDPnTyJQ,Miinto.dk,2010-01-12T20:30:10Z,53,214421,186,False
179,UCj0QsxcE_JRu1YstIIF76og,BritainsGotTalentHD,2009-04-15T20:28:49Z,68,8885686,4590,False
180,UCy9HnNMLyRz_MiO_nOhhijw,Volver al Origen - Agua Kangen,2011-06-06T21:32:16Z,59,192705,493,False
181,UCqheS9rd4_nojHk3H-FR2XQ,DPJ,2008-01-01T17:04:02Z,4488,336409938,1020000,False
182,UCu4CLugrCWnpB7iDHDR3akw,trowako,2006-08-03T14:56:10Z,153,4209537,364,False
183,UCVqctw_4onzfN_wnOgQKYXw,Esther Chuang,2007-12-10T04:20:39Z,37,74026,313,False
184,UCRz0xsWzleLU3EOyKu7L-lg,kathe1209,2007-04-03T14:05:29Z,13,4334,1,False
185,UCJnc3w9sBoozXP5RQ15CBRg,applecore1989,2008-09-01T14:09:01Z,13,70493,76,False
186,UC98Hk0dfZPYiZUPJY3IVUMA,Robb Sutton,2007-07-14T03:13:40Z,123,2478297,10100,False
187,UCixInvC05-KR6pvhqg_sZSQ,LPBaldia,2011-03-06T05:33:15Z,758,2519798,4640,False
188,UC6OQnvhRoWwMZGscP-XUYCA,Mausc Jogos,2013-07-25T03:17:09Z,31,447105,825,False
189,UCDZyIwZMkRtb8IP3Mbwl8zw,Angel Manaar Bellydance Superstar,2006-08-24T00:25:55Z,50,174141,330,False
190,UC8P_gJ6aCVv51J75v-JA27g,Dandy J,2006-04-04T22:26:33Z,766,11506843,7250,False
191,UCgjMHGQ2asROtNWhAu5MBuQ,aznpikachu215,2005-11-04T23:19:07Z,2381,49174440,68700,False
192,UCbKhummQreunNafJALxRp5g,Big Dude's Music City,2009-03-10T15:15:46Z,41,29532,28,False
193,UC41lvjrDswwUc7X4d80bA2w,BalloonShop,2007-08-29T00:32:16Z,88,64965992,235000,False
194,UCgqx_CBOTiv8U_mk56DrEig,artifexionall,2011-05-11T12:56:39Z,28,115353,25,False
195,UC2gzLahvy-zwTV9AwNdhZgw,Kevan Paul,2010-02-28T23:23:59Z,82,132788,623,False
196,UCfQKqzsyvHYiajiyrgpzSqQ,ahsanfm777,2011-10-13T18:22:25Z,2,11011,10,False
197,UCbzEcb-FnsprBRyYuuWDaEA,CruisinClasics,2010-05-18T20:22:06Z,263,59885,43,False
198,UCteJOOR438YLzNCNBnEYBLg,Heeran Kim,2012-12-23T00:07:43Z,2,6959,0,True
199,UCL7L9Dl__Pr32JFU7V4u5hw,Old17Productions,2007-11-29T14:01:40Z,44,176494,94,False
200,UCrgoTjEg8Ig9uqzZBXkUcpw,Watersafe SwimSchool,2011-04-25T17:54:26Z,1365,52957684,175000,False
201,UCoNKUzSql4qUXaMa0qwwWIA,danilo marques,2010-04-20T23:33:40Z,6,36620,18,False
202,UCxoBONIH2g_i4NKZIiyoPJw,tmberli,2007-01-05T20:37:12Z,13,27466,12,False
203,UCxYzDgQE1KxmU0lpPNnC0gw,Maxime MXam,2007-06-22T09:42:44Z,55,1208369,3210,False
204,UCPJgYyZfwCBkv222WYCN3Qw,MvPancer,2007-11-11T10:49:06Z,8,9001,2,False
205,UCK9-jd6Vv_f5xgoLE31e12g,All Things Kpop,2014-06-17T19:45:30Z,228,417948,1130,False
206,UC6ciUUMRms4L-LLz9LKfdrQ,Uniesp Oficial,2012-09-28T17:08:38Z,1387,2744373,18100,False
207,UCGXROVmHl6iJtO67vv8TS4A,Jeffrey,2006-11-04T20:55:17Z,2,27436,4,False
208,UCj_YB3cKoTAWwXWj_HikxQw,Eurogym bvba,2013-10-30T14:39:54Z,34,356719,482,False
209,UCJRMOYY6Tf_w2yQ_6jGZXmg,JRSportBrief,2009-04-01T01:25:04Z,2008,81556535,104000,False
210,UCkENYw0PRQdwo6mV2nMDONQ,"Ο καιρός στον ""ενικό""",2014-01-23T17:45:58Z,388,1805771,1460,False
211,UCl2nBtaD20xnQhSoGmD25WQ,pfingstrose1981,2009-10-17T11:31:26Z,75,58706,78,False
212,UCh_K4-2-Quf55BA8aMoDQ_w,Çeyizlik El işleri,2011-10-06T23:05:53Z,622,28321800,71200,False
213,UCbu2SsF-Or3Rsn3NxqODImw,GameSpot,2006-04-09T02:01:54Z,35370,2805650454,4600000,False
214,UC6ffr2IsErZIv03eqp4V_Zw,Michelle Olsen,2009-07-27T02:59:06Z,24,125314,68,False
215,UCiEx-V0EAgaR6EGcMe9TSDA,MuseHD,2009-01-29T15:26:31Z,19,274844,264,False
216,UCT1XviyXCuYgG2D6m97Pa0A,ptiteju1007,2007-09-14T11:24:03Z,5,6673,0,False
217,UCJo3iU_2Ji6Q6aTieypJOnQ,Felipe Mattos,2006-06-14T00:52:17Z,38,119571,163,False
218,UCRlNuNXnK8W6i9wkb6Da1WA,Dash Shaw,2009-01-13T00:30:29Z,12,610461,475,False
219,UCFh-pzkzGa200ZkEHmNQPxA,Bustaxel,2008-09-04T13:07:36Z,8,1095191,285,False
220,UCBqoK_z14RmvqEU-Jo_VicA,RFNB92,2009-03-30T14:03:24Z,1,3522,2,False
221,UC5ikmAX8WAoIdPgB9OrSrzw,Bryan Loeher,2012-04-06T00:47:45Z,75,1315024,639,False
222,UC6W76RWijOhx3dY9Ja2UigA,BigBlueRoadster,2011-10-22T00:57:50Z,14,205078,329,False
223,UCedDv5zYKS5naBCRuv3M_ag,Ari T,2010-08-29T21:29:33Z,126,393728,2560,False
224,UCk1OsvdPasZXHL56x-oBIwg,FussballJuli2011,2011-06-29T06:52:31Z,103,66542,13,False
225,UCRABCYIg89ns2-FIEzRIldQ,RVFreeDa,2009-12-14T18:03:49Z,691,1420641,3310,False
226,UCwQqeblRMlew5AzrKHseLuQ,Jakub L,2013-07-01T12:37:13Z,150,179692,63,False
227,UCEOKTdgjA4fGPC0slR34J7A,lacrichat,2006-09-02T23:06:26Z,110,229634,99,False
228,UCKPrGrzWHmHcmJwdm5BoJ9g,Ramneek Singh,2013-08-29T06:29:00Z,95,372076,450,False
229,UC8faoPBqt4LQBymT8RNUo7w,Sébastien Bagat,2009-09-06T16:27:20Z,120,2027224,4110,False
230,UCSW2Lz7uZgAV13FZQdCtWYw,blake3one6,2007-02-16T21:25:42Z,1007,28848280,67700,False
231,UCWB-YmICnslQBDcEE9m_SUQ,trakkie1000,2010-03-21T04:44:11Z,8,12496,17,False
232,UCwcrUeljc2qpkEd6xqvoC4A,Vijay Kumar,2011-04-02T21:56:21Z,5,5160,110,False
